Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-01-21,3212.72,3213.38,3185.65,3209.22
2020-01-22,3212.91,3222.93,3174.62,3174.62
2020-01-23,3162.68,3170.41,3135.15,3141.2
2020-01-24,3147.28,3165.86,3134.7,3146.2
2020-01-27,3123.71,3123.71,3076.68,3085.16
2020-01-28,3097.71,3115.62,3068.67,3113.1
2020-01-29,3125.91,3140.77,3115.64,3128.8
2020-01-30,3108.38,3121.54,3096.31,3108.58
2020-01-31,3133.4,3143.29,3076.65,3076.65
2020-02-03,3062.27,3085.89,3058.48,3070.84
2020-02-04,3082.2,3105.98,3071.79,3097.6
2020-02-05,3105.52,3137.97,3083.26,3114.25
2020-02-06,3132.84,3145.15,3086.91,3096.68
2020-02-07,3101.08,3108.28,3056.85,3087.63
2020-02-10,3088.63,3092.93,3049.33,3062.41
2020-02-11,3072.39,3109.22,3069.9,3097.58
2020-02-12,3103.81,3122.27,3095.7,3122.27
2020-02-13,3116.99,3122.19,3096.98,3110.05
2020-02-14,3113.72,3120.89,3084.57,3096.88
2020-02-17,3097.18,3110.06,3092.45,3110.06
2020-02-18,3103.71,3104.42,3064.15,3074.05
2020-02-19,3089.09,3117.84,3086.41,3114.57
2020-02-20,3120.51,3139.59,3117.5,3125.1
2020-02-21,3109.86,3129.24,3098.76,3106.03
2020-02-25,3058.33,3073.27,3002.68,3002.68
2020-02-26,2994.22,3026.26,2958.46,3017.42
2020-02-27,2989.18,3002.2,2910.46,2915.84
2020-02-28,2850.11,2855.32,2744.18,2785.08
2020-03-02,2829.47,2875.3,2714.36,2765.77
2020-03-03,2817.58,2844.04,2789.76,2821.37
2020-03-04,2799.18,2841.13,2779.85,2828.01
2020-03-05,2852.42,2861.6,2800.43,2816.7
2020-03-06,2773.53,2782.77,2680.06,2719.51
2020-03-10,2502.7,2661.63,2435.62,2498.94
2020-03-11,2532.72,2555.43,2457.36,2492.88
2020-03-12,2413.02,2413.02,2277.58,2286.4
2020-03-13,2277.66,2418.15,2275.16,2316.38
2020-03-16,2297.04,2301.19,2179.12,2266.9
2020-03-17,2263.62,2313.34,2172.46,2224.74
2020-03-18,2192.79,2205.41,2097.84,2112.64
2020-03-19,2134.43,2288.09,2073.87,2275.7
2020-03-20,2327.27,2418.74,2314.75,2331.61
2020-03-23,2257.88,2321.76,2213.49,2253.35
2020-03-24,2349.47,2435.27,2341.21,2415.97
2020-03-25,2459.3,2518.38,2372.34,2452.69
2020-03-26,2448.76,2514.92,2403.6,2489.97
2020-03-27,2491.7,2498.33,2378.88,2401.11
2020-03-30,2377.21,2435.53,2357.53,2433.35
2020-03-31,2466.28,2526.13,2459.19,2508.81
2020-04-01,2465.56,2491.66,2449.01,2473.61
2020-04-02,2528.72,2562.54,2470.85,2545.95
2020-04-03,2547.15,2609.16,2533.06,2572.23
2020-04-06,2597.28,2639.56,2576.28,2622.59
2020-04-07,2648.74,2688.67,2612.96,2634.74
2020-04-08,2617.66,2670.12,2603.99,2670.12
2020-04-09,2693.58,2713.5,2643.98,2701.77
2020-04-10,2678.3,2680.89,2656.45,2677.86
2020-04-13,2675.73,2677.9,2610.61,2628.85
2020-04-14,2649.34,2667.58,2619.91,2631.83
2020-04-15,2617.19,2617.19,2489.99,2498.94
2020-04-16,2511.55,2550.84,2468.65,2515.05
2020-04-17,2550.95,2556.42,2516.87,2534.97
2020-04-20,2524.31,2546.14,2502.38,2525.97
2020-04-21,2487.63,2500.18,2431.98,2488.02
2020-04-22,2474.32,2584.68,2471.23,2573.41
2020-04-23,2600.28,2620.24,2558.32,2599.41
2020-04-24,2588.29,2596.97,2551.66,2562.03
2020-04-27,2570.69,2597.64,2557.81,2570.91
2020-04-28,2567.74,2644.79,2566.92,2612.24
2020-04-29,2629.24,2669.47,2617.34,2663.14
2020-04-30,2683.86,2700.97,2629.57,2650.56
2020-05-04,2623.89,2641.03,2599.74,2624.64
2020-05-05,2652.92,2666.38,2634.49,2653.51
2020-05-06,2659.08,2674.94,2626.68,2632.1
2020-05-07,2632.87,2664.99,2627.43,2634
2020-05-08,2647.8,2648.45,2613.83,2641.55
2020-05-12,2635.51,2651.97,2620.35,2642.04
2020-05-13,2630.79,2630.79,2601.25,2604.98
2020-05-14,2596.13,2606.95,2564.44,2590.31
2020-05-15,2616.14,2633.29,2593.91,2593.91
2020-05-18,2623.61,2694.25,2623.61,2694.25
2020-05-19,2702.34,2720.06,2683.81,2711.72
2020-05-20,2706.07,2771.27,2700.64,2770.79
2020-05-21,2767.97,2794.6,2702.67,2718.67
2020-05-22,2691.58,2718.48,2687.18,2709.38
2020-05-25,2718.72,2757.93,2718.72,2757.93
2020-05-26,2777.72,2796.85,2750.51,2754.04
2020-05-27,2748.25,2780.05,2711.9,2741.02
2020-05-28,2748.03,2781.25,2737.94,2779.98
2020-05-29,2766.62,2766.62,2717.8,2734.83
2020-06-01,2761.23,2773.56,2733.28,2750.24
2020-06-02,2760.63,2796.52,2754.85,2796.51
2020-06-03,2812.82,2835.06,2792.24,2831.08
2020-06-04,2822.59,2825.48,2757.61,2766.26
2020-06-05,2780.32,2800.81,2769.51,2792.74
2020-06-08,2806.81,2825.31,2782.92,2796.3
2020-06-09,2804.36,2813.48,2765.15,2795.9
2020-06-10,2795.1,2803.35,2768.3,2785.18
2020-06-11,2756.98,2758.83,2726.15,2743.8
2020-06-15,2705.64,2720.4,2670.41,2719.06
2020-06-16,2745.49,2779.71,2741.84,2748.3
2020-06-17,2758.97,2771.26,2733.9,2740.1
2020-06-18,2734.84,2738.04,2700.54,2724.33
2020-06-19,2739.04,2769.86,2738.45,2758.67
2020-06-22,2754.42,2763.29,2726.65,2763.29
2020-06-23,2773.33,2794.43,2767.46,2791.97
2020-06-25,2750.08,2771.6,2740.02,2760.75
2020-06-26,2780.02,2784.89,2746.78,2761.74
2020-06-29,2749.54,2767.95,2737.86,2767.95
2020-06-30,2770.69,2778.09,2743.2,2743.2
2020-07-02,2762.56,2789.92,2758.92,2788.79
2020-07-03,2789.27,2803.32,2782.65,2801.66
2020-07-06,2825.88,2855.94,2825.51,2835.18
2020-07-07,2829.33,2835.76,2814.4,2825.21
2020-07-08,2815.52,2823,2806.5,2815.83
2020-07-09,2805.85,2810.74,2773.48,2782.43
2020-07-10,2768.67,2800.94,2765.49,2800.94
2020-07-13,2805.52,2818.1,2765.09,2766.79
2020-07-14,2751.98,2752.09,2703.35,2744.54
2020-07-15,2728.59,2763.2,2724.35,2747.91
2020-07-16,2741.68,2762.68,2734.3,2760.01
2020-07-17,2757.04,2774.79,2752.51,2774.79
2020-07-20,2771.85,2802.24,2758.69,2802.24
2020-07-21,2814.99,2849.18,2813.4,2825.71
2020-07-22,2824.5,2844.12,2815.03,2834.65
2020-07-23,2848.41,2866.78,2843.93,2851.79
2020-07-24,2835.15,2863.12,2822.26,2863.12
2020-07-27,2869.69,2896.28,2869.69,2884.88
2020-07-28,2891.34,2907.03,2877.4,2895.45
2020-07-29,2893.54,2918.42,2889.69,2918.42
2020-07-30,2915.94,2919.35,2869.99,2882.63
2020-07-31,2902.81,2917.69,2899.58,2911.57
2020-08-03,2917.68,2942.77,2911.19,2929.97
2020-08-04,2934.91,2942.06,2923.36,2940.46
2020-08-05,2954.41,2994.08,2952.15,2992.78
2020-08-06,2998.53,3004.83,2981.79,2988.5
2020-08-07,2992.26,2994.46,2968.48,2972.35
2020-08-10,2976.49,2998.78,2960.78,2960.78
2020-08-11,2959.29,3012.58,2959.29,3005.63
2020-08-12,2990.9,3053.99,2985.25,3053.99
2020-08-13,3057.63,3081.15,3047.74,3080.44
2020-08-14,3075.96,3075.96,3044.71,3061.99
2020-08-17,3070.81,3090.42,3041.99,3052.46
2020-08-18,3056.72,3073.85,3048.31,3050.7
2020-08-19,3048.22,3073.84,3041.43,3056.54
2020-08-20,3044.92,3044.92,2993.69,2993.69
2020-08-21,3013.4,3024.71,2973.11,2995.61
2020-08-24,3005.86,3036.63,3005.86,3029.42
2020-08-25,3042.58,3051.27,3020.46,3029.05
2020-08-26,3041.19,3053.9,3024.04,3051.97
2020-08-27,3051.2,3056.25,3002.1,3012.01
2020-08-28,3015.7,3015.7,2976.34,2980.17
2020-08-31,2993.02,3012.44,2962.06,2966.2
2020-09-01,2976.07,2993.28,2967.96,2975
2020-09-02,2989.76,3002.25,2946.29,2956.5
2020-09-03,2954.62,2967.61,2917.24,2931.92
2020-09-04,2920.22,2944.66,2910.39,2921.55
2020-09-07,2929.38,2947.17,2925.55,2932.29
2020-09-08,2937.18,2948.88,2875.96,2888.79
2020-09-09,2880.83,2899.17,2872.92,2876.07
2020-09-10,2888.09,2897.55,2858.65,2897.55
2020-09-11,2888.92,2911.71,2874.47,2910.51
2020-09-14,2918.29,2938.24,2918.29,2928.38
2020-09-15,2936.42,2982.2,2932.36,2980.58
2020-09-16,2982.49,2990.74,2960.68,2975.01
2020-09-17,2947.54,2974.54,2945.78,2971.74
2020-09-18,2976.1,2977.13,2944.22,2951.79
2020-09-21,2946.18,2946.18,2857.78,2863.67
2020-09-22,2874,2907.98,2868.38,2884.66
2020-09-23,2933.33,2968.55,2916.27,2916.39
2020-09-24,2905.55,2920.46,2880.39,2912.76
2020-09-25,2912.83,2912.83,2870.16,2896.83
2020-09-28,2909.62,2938.94,2909.62,2927.17
2020-09-29,2935.77,2947.75,2889.22,2910.12
2020-09-30,2908.55,2920.03,2893.8,2905.81
2020-10-01,2911.08,2919.25,2882.81,2889.8
2020-10-02,2840.72,2859.01,2824.69,2852.42
2020-10-05,2860.53,2882.94,2845.63,2881.98
2020-10-06,2885.38,2906.65,2883.69,2892.99
2020-10-07,2883.58,2888.2,2838.45,2842.58
2020-10-08,2850.65,2859.87,2837.05,2846.39
2020-10-09,2842.59,2842.59,2811.05,2834.09
2020-10-12,2834.33,2862.36,2827.52,2846.14
2020-10-13,2846.04,2859.52,2822.97,2829.23
2020-10-14,2829.88,2857.47,2824.12,2856.08
2020-10-15,2849.24,2850.11,2803.9,2817.29
2020-10-16,2819.04,2819.04,2785.85,2799.54
2020-10-19,2797.65,2809.42,2787.5,2794.27
2020-10-20,2785.99,2817.73,2774.16,2803.06
2020-10-21,2811.87,2816.9,2782.36,2786.23
2020-10-22,2784.18,2814.12,2783.37,2803.17
2020-10-23,2807.3,2826.53,2799.63,2816.7
2020-10-26,2812.48,2819.05,2785.59,2785.59
2020-10-27,2784.13,2790.19,2758,2763.03
2020-10-28,2758.84,2758.84,2680.83,2693.46
2020-10-29,2704.5,2728.97,2682.68,2709.04
2020-10-30,2698.94,2706.34,2664.44,2690.59
2020-11-02,2681.19,2743.98,2658.49,2737.54
2020-11-03,2753.97,2791.77,2750.26,2786.42
2020-11-05,2824.45,2869.91,2812.67,2861.39
2020-11-06,2845.74,2896.07,2832.98,2895.62
2020-11-09,2919.08,2988.88,2910.42,2987.75
2020-11-10,2965.92,3013.57,2943.43,2998.61
2020-11-11,3004.63,3031.69,3004.2,3015.03
2020-11-12,2997.79,3028.52,2988.03,3025.83
2020-11-13,3007.16,3027.45,2995.17,3025.22
2020-11-16,3054.35,3081.28,3046.77,3079.74
2020-11-17,3081.05,3087.19,3027.76,3052.22
2020-11-18,3046.02,3086.77,3035.57,3080.68
2020-11-19,3067.06,3071.25,3040.66,3046.49
2020-11-20,3050.81,3060.91,3035.56,3051.04
2020-11-23,3066.64,3094.06,3042.61,3047.06
2020-11-24,3071.8,3098.83,3053.16,3095.84
2020-11-25,3111.75,3134.71,3089.16,3134.52
2020-11-26,3141.43,3149.9,3119.46,3138.62
2020-11-27,3132.55,3150.78,3112.44,3142.68
2020-11-30,3130.88,3134.79,3093.77,3107.58
2020-12-01,3113.06,3159.03,3113.06,3147.79
2020-12-02,3150.66,3189.61,3139.92,3189.61
2020-12-03,3185.78,3192.98,3141.4,3162.67
2020-12-04,3171.44,3200.23,3171.44,3184.72
2020-12-07,3179.14,3208.53,3172.29,3195.08
2020-12-08,3184.93,3198.1,3150.84,3179.61
2020-12-09,3184.24,3226.48,3182.54,3211.66
2020-12-10,3194.03,3258.31,3189.04,3258.31
2020-12-11,3257.47,3278.24,3248.11,3276.58
2020-12-14,3293,3314.2,3249.36,3254.83
2020-12-15,3252.68,3284.84,3237.87,3248.11
2020-12-16,3259.89,3275.68,3242.7,3269.95
2020-12-17,3277.67,3318.39,3274.45,3282.67
2020-12-18,3281.59,3283.32,3245.25,3273.75
2020-12-21,3246.9,3246.9,3170.03,3186.38
2020-12-22,3179.69,3249.19,3175.51,3236.46
2020-12-23,3224.02,3255.4,3218.19,3252.1
2020-12-24,3253.73,3264.6,3230.62,3236.88
2020-12-25,3236.38,3248.63,3228.74,3246.35
2020-12-28,3249.41,3267.61,3249.41,3258.95
2020-12-29,3269.71,3282.23,3264.33,3274.67
2020-12-30,3276.04,3294.62,3267.39,3289.02
2021-01-04,3306.12,3350.81,3304.17,3350.51
2021-01-05,3327.94,3365.32,3301.88,3359.15
2021-01-06,3373.37,3380.63,3344.43,3371.03
2021-01-08,3390.23,3474.66,3390.23,3454.82
2021-01-11,3455.67,3516.9,3436.66,3482.48
2021-01-12,3494.6,3520.66,3451.87,3471.65
2021-01-13,3487.92,3504.56,3448.94,3470.26
2021-01-14,3461.83,3507.71,3439.01,3490.85
2021-01-15,3486.02,3509.24,3448.54,3450.95
2021-01-18,3440.56,3475.18,3426.11,3471.92
2021-01-19,3479.53,3491.93,3439.64,3443.23
2021-01-20,3453.54,3482.03,3447.81,3466.8
2021-01-21,3481.74,3489.07,3407.22,3422.67
2021-01-22,3404.36,3404.36,3362.01,3382.92
2021-01-25,3399.28,3425.78,3385.74,3397.48
2021-01-26,3384.99,3408.13,3374.1,3390.76
2021-01-27,3398.38,3408.64,3333.04,3343.62
2021-01-28,3319.16,3359.1,3307.42,3342.01
2021-01-29,3335.13,3337.01,3272.53,3277.08
2021-02-01,3287.96,3305.91,3268.52,3291.14
2021-02-02,3324.24,3366.13,3321.7,3360.25
2021-02-03,3351.99,3376.83,3332.5,3343.46
2021-02-04,3356.23,3384.48,3351.94,3372
2021-02-05,3396.97,3406.22,3368.58,3392.73
2021-02-08,3412.97,3448.79,3412.97,3445.9
2021-02-09,3461.15,3466.51,3424.39,3426.86
2021-02-10,3437.76,3447.05,3393.98,3399.66
2021-02-11,3405.33,3416.4,3390.22,3414.32
2021-02-12,3403.07,3427.08,3343.82,3427.08
2021-02-15,3461.94,3483.34,3455.95,3481.9
2021-02-16,3502.04,3510.77,3475.58,3495.26
2021-02-17,3491.81,3505.19,3431.83,3436.8
2021-02-18,3451.69,3461.15,3395.98,3400.17
2021-02-19,3398.4,3460.85,3380.89,3457.68
2021-02-20,3454.43,3455.13,3435.42,3446.32
2021-02-22,3447.57,3456.26,3415.37,3433.93
2021-02-24,3426.07,3433.09,3385.01,3385.48
2021-02-25,3412.16,3429.2,3391.77,3409.76
2021-02-26,3354.45,3385.74,3332.32,3346.64
2021-03-01,3369.68,3393.93,3354.09,3386.16
2021-03-02,3380.35,3418.11,3375.48,3410.1
2021-03-03,3432.88,3450.76,3408.47,3416.04
2021-03-04,3403.01,3416.04,3366.76,3397.56
2021-03-05,3378.68,3432.98,3367.33,3414.13
2021-03-09,3426.48,3491.12,3426.33,3478.72
2021-03-10,3476.91,3514.35,3455.42,3463.06
2021-03-11,3481.26,3508.51,3472.4,3508.51
2021-03-12,3515.44,3539.5,3502.37,3539.5
2021-03-15,3562.69,3596.31,3558.62,3584.49
2021-03-16,3600.68,3602.18,3544.29,3589.83
2021-03-17,3579.06,3587.24,3498.17,3507.91
2021-03-18,3533.69,3551.3,3494.99,3504.85
2021-03-19,3473.84,3495.98,3448.99,3475.26
2021-03-22,3479.06,3498.17,3469.09,3489.07
2021-03-23,3481.11,3483.34,3450.98,3467.21
2021-03-24,3459.99,3489.96,3445.92,3485.33
2021-03-25,3477.87,3479.83,3434.84,3439.3
2021-03-26,3476.01,3500.74,3476.01,3489.83
2021-03-29,3500.41,3535.21,3498.62,3529.33
2021-03-30,3535.72,3549.09,3504.06,3525.23
2021-03-31,3525.56,3542,3510.4,3541.72
2021-04-01,3556.28,3576.79,3526.22,3527.54
2021-04-02,3553.89,3564.31,3538.01,3558.22
2021-04-05,3555.24,3555.83,3516.22,3524.93
2021-04-06,3536.26,3541.04,3484.84,3493.89
2021-04-07,3484.22,3518.13,3460.39,3500.34
2021-04-08,3513.21,3528.39,3495.34,3507.83
2021-04-09,3510.2,3511.27,3480.85,3486.03
2021-04-12,3476.51,3541.7,3472.37,3522.65
2021-04-13,3533.3,3542.63,3511.23,3526.3
2021-04-14,3567.53,3576.89,3546.86,3576.89
2021-04-15,3532.13,3578.77,3527.5,3568.51
2021-04-16,3578.01,3598.44,3564.97,3598.44
2021-04-19,3598.47,3605.49,3565.39,3574.08
2021-04-20,3581.37,3596.19,3536.41,3552.41
2021-04-21,3554.83,3572.63,3545.15,3561.72
2021-04-22,3576.69,3607.75,3557.88,3600.35
2021-04-23,3598.76,3600.18,3579.25,3597.17
2021-04-26,3603.13,3613.37,3589.27,3610.98
2021-04-27,3615.57,3627.91,3586.39,3600.6
2021-04-28,3608.89,3613.11,3558.24,3578.12
2021-04-29,3609.38,3616.95,3565.58,3571.05
2021-04-30,3574.03,3584.64,3536.53,3544
2021-05-04,3557.62,3594.69,3556.08,3577.21
2021-05-05,3602.17,3644.15,3600.88,3643.56
2021-05-06,3636.71,3661.28,3634.45,3658.27
2021-05-07,3678.19,3688.81,3667.77,3682.69
2021-05-10,3684.18,3713.49,3675.13,3694.78
2021-05-11,3644.29,3658.81,3625.97,3652.05
2021-05-12,3659.63,3674.35,3643.22,3654.14
2021-05-13,3634.18,3647.27,3600.8,3637.38
2021-05-14,3654.73,3659.34,3623.72,3637.6
2021-05-17,3645.13,3658.78,3618.75,3639.61
2021-05-18,3670.16,3700.19,3670.1,3687.96
2021-05-19,3693.82,3693.82,3619.54,3634.76
2021-05-20,3650.07,3658.27,3603.4,3636.16
2021-05-21,3637.5,3667.87,3620.6,3660.48
2021-05-24,3665.96,3674.77,3651.09,3662.51
2021-05-25,3682.42,3693.39,3672.27,3686.76
2021-05-26,3695.29,3717.33,3694.13,3711.05
2021-05-27,3708.77,3738.68,3694.59,3738.68
2021-05-28,3750.46,3752.8,3724.52,3730.55
2021-05-31,3713.99,3731.27,3713.99,3721.63
2021-06-01,3739.57,3784.59,3739.57,3764.59
2021-06-02,3771.32,3817.68,3769.47,3817.68
2021-06-03,3833.77,3837.73,3777.98,3805.45
2021-06-04,3805.94,3816.24,3766.62,3807.43
2021-06-07,3807.96,3827.66,3793.96,3822.21
2021-06-08,3819.52,3833.17,3799.07,3807.43
2021-06-09,3821.8,3843.41,3805.82,3843.28
2021-06-10,3835.21,3847.89,3822.01,3827.71
2021-06-11,3838.98,3849.32,3828.62,3841.53
2021-06-14,3845.81,3862.39,3842.75,3860.18
2021-06-15,3864.36,3865.2,3819.64,3822.4
2021-06-16,3821.45,3836.91,3803.54,3829.67
2021-06-17,3807.32,3832.61,3801.98,3819.07
2021-06-18,3809.99,3813.5,3775.82,3802.95
2021-06-21,3797.23,3816.85,3785.49,3813.45
2021-06-22,3831.61,3835.86,3809.71,3821.68
2021-06-23,3836.12,3847.22,3820.5,3837.15
2021-06-24,3833.73,3839.64,3800.5,3823.44
2021-06-25,3818.97,3833.32,3805.7,3831.84
2021-06-28,3833.72,3852.83,3822.81,3825.57
2021-06-29,3817.72,3821.59,3768.24,3790.85
2021-06-30,3799.42,3847.3,3779.28,3841.85
2021-07-01,3843.28,3879.5,3843.16,3858.32
2021-07-02,3853.81,3877.23,3843.9,3865.42
2021-07-05,3874.81,3882.59,3863.09,3882.59
2021-07-06,3896.82,3915,3878.39,3884.3
2021-07-07,3881.88,3912.39,3879.72,3895.1
2021-07-08,3882.15,3883.47,3839.4,3861.08
2021-07-09,3865.62,3874.96,3850.57,3855.31
2021-07-12,3864.26,3882.6,3848.45,3875.61
2021-07-13,3888.32,3891.54,3852.54,3877.03
2021-07-14,3851.16,3862.73,3829.59,3832.85
2021-07-15,3826.45,3832.5,3789.31,3799.97
2021-07-16,3795.03,3812.49,3756.01,3770.15
2021-07-19,3743.97,3744.27,3679.79,3693.42
2021-07-20,3707.23,3719.09,3679.44,3704.4
2021-07-21,3718.92,3738.33,3701.95,3722.96
2021-07-22,3746.35,3758.58,3724.29,3754.44
2021-07-23,3760.33,3767.4,3724.74,3734.54
2021-07-26,3724.2,3755.52,3710.14,3750.1
2021-07-27,3756.79,3762.89,3733.1,3733.1
2021-07-28,3747.25,3782.28,3743.46,3782.28
2021-07-29,3794.4,3806.83,3789.57,3804.33
2021-07-30,3789.33,3793.4,3759.83,3771.58
2021-08-02,3791.22,3801.24,3781.43,3788.1
2021-08-03,3782.41,3797.3,3771.8,3793.69
2021-08-04,3808.44,3814.63,3795.75,3810.62
2021-08-05,3803.91,3833.81,3801.16,3833.75
2021-08-06,3836.49,3837.35,3802.44,3805.36
2021-08-09,3795.48,3839.72,3790.63,3835.11
2021-08-10,3847.12,3867.09,3843.42,3862.32
2021-08-11,3875.23,3886.78,3856.61,3877.37
2021-08-12,3879.01,3897.92,3877.23,3888.86
2021-08-13,3882.62,3895.05,3866.67,3873
2021-08-16,3862.32,3896.96,3855.62,3895.31
2021-08-17,3893.85,3944.37,3893.44,3943.01
2021-08-18,3948.43,3949.07,3912.24,3925.17
2021-08-19,3883.2,3883.42,3841.15,3853.98
2021-08-20,3868.79,3871.43,3826.27,3832.7
2021-08-23,3861.99,3884.51,3856.21,3883.01
2021-08-24,3897.56,3904.99,3864.37,3888.87
2021-08-25,3891.8,3895.62,3868.64,3886.64
2021-08-26,3876.99,3876.99,3838.63,3851.57
2021-08-27,3864.11,3887.38,3844.49,3887.38
2021-08-30,3900.96,3928.5,3900.96,3928.5
2021-08-31,3934.1,3938.68,3904.72,3918.96
2021-09-01,3924.32,3972.68,3924.32,3971.02
2021-09-02,3983.68,3994.77,3968.06,3990.77
2021-09-03,3976.62,4001.7,3964.22,4001.7
2021-09-06,4004.61,4028.25,4003.49,4028.25
2021-09-07,4036.41,4043.51,4004.9,4010.16
2021-09-08,4015.35,4030.72,3984.64,4017.37
2021-09-09,4007.82,4009.66,3982.6,3993.56
2021-09-10,3993.53,4008.56,3987.53,4002.66
2021-09-13,4012.97,4041.83,4001.63,4041.16
2021-09-14,4051.81,4061.99,4037.23,4055.7
2021-09-15,4059.08,4081.98,4049.69,4065.53
2021-09-16,4069.19,4073.72,4028.08,4045.1
2021-09-17,4043.51,4054.38,4013.62,4035.17
2021-09-20,3988.45,3991.39,3955.19,3969.61
2021-09-21,3980.02,3994.56,3962.05,3970.48
2021-09-22,4001.79,4032.38,3999.82,4030.98
2021-09-23,4051.36,4058.15,4020.5,4052.14
2021-09-24,4055.37,4057.09,4017.2,4038.23
2021-09-27,4069.55,4083.61,4061.71,4081.22
2021-09-28,4109.66,4112.31,4050.95,4065.46
2021-09-29,4045.16,4076.61,4038.06,4058.37
2021-09-30,4079.46,4106.72,4064.5,4103.52
2021-10-01,4078.59,4104.78,4065.4,4086.99
2021-10-04,4106.89,4131.39,4100.85,4112.72
2021-10-05,4129.53,4225.16,4129.53,4223.85
2021-10-06,4263.87,4267.29,4163.62,4171.71
2021-10-07,4222.78,4239.14,4179.39,4228.02
2021-10-08,4233.58,4254.36,4216.72,4238
2021-10-11,4259.38,4284.53,4247.2,4279.87
2021-10-12,4259.03,4275.6,4250.03,4263.8
2021-10-13,4260.44,4260.44,4189.91,4243.92
2021-10-14,4280.76,4292.68,4259.13,4259.13
2021-10-15,4278.51,4282.15,4247.79,4261.82
2021-10-18,4254.91,4257.83,4225.42,4248.33
2021-10-19,4256.24,4279.2,4235.81,4276.26
2021-10-20,4284.91,4290.99,4258.14,4287.52
2021-10-21,4276.94,4282.46,4214.82,4218.63
2021-10-22,4218.5,4246.22,4196.96,4196.96
2021-10-25,4216.43,4254.98,4184.74,4254.98
2021-10-26,4254.59,4259.83,4233.8,4235.87
2021-10-27,4216.76,4234.99,4190.68,4229.53
2021-10-28,4210.78,4220.23,4157.39,4189.66
2021-10-29,4186.35,4186.7,4116.29,4150
2021-11-01,4155.24,4224.51,4155.24,4221.49
2021-11-02,4235.89,4245.32,4196.75,4207.53
2021-11-03,4192.14,4192.14,4158.17,4184.87
2021-11-05,4179.03,4181.87,4159.92,4174.76
2021-11-08,4203.65,4220.88,4188.59,4218.27
2021-11-09,4207.59,4225.82,4181.75,4187.33
2021-11-10,4192.62,4196.22,4151.6,4172.47
2021-11-11,4141.62,4189.35,4126.52,4189.35
2021-11-12,4181.7,4181.7,4089.32,4121.66
2021-11-15,4121.5,4162.02,4111.04,4135.14
2021-11-16,4147.69,4158.31,4094.15,4120.02
2021-11-17,4120.23,4149.02,4101.96,4149.02
2021-11-18,4120.81,4150.57,4082.17,4093.85
2021-11-19,4121.74,4127,4000.26,4016.47
2021-11-22,4008.13,4017.02,3872.77,3872.77
2021-11-23,3832.33,3974.76,3776.61,3960.33
2021-11-24,4001.89,4021.25,3913.39,3950.56
2021-11-25,3964.25,3990.95,3932.55,3947.82
2021-11-26,3852.99,3876.13,3810.75,3810.98
2021-11-29,3872.19,3928.52,3846.12,3879.54
2021-11-30,3828.25,3902.72,3827.55,3890.59
2021-12-01,3907.17,3962.22,3900.16,3959.29
2021-12-02,3940.09,3972.85,3914.43,3947.54
2021-12-03,3967.88,3977.16,3905.38,3913.06
2021-12-06,3937.15,3938.1,3800.76,3810.1
2021-12-07,3860.83,3880.84,3810.03,3873.2
2021-12-08,3904.84,3915.65,3773.61,3773.61
2021-12-09,3801.67,3847.76,3780.3,3813.29
2021-12-10,3806.97,3814.06,3760.23,3760.23
2021-12-13,3790.1,3794.52,3613.88,3618.31
2021-12-14,3533.82,3638.49,3532.29,3619.39
2021-12-15,3653.16,3666.53,3608.6,3621.82
2021-12-16,3705.57,3755.07,3701.35,3750.36
2021-12-17,3725.04,3739.59,3696.5,3723.27
2021-12-20,3657.65,3674.71,3629.61,3669.05
2021-12-21,3705.33,3713.68,3670.16,3693.02
2021-12-22,3715.2,3759.67,3699.06,3746.75
2021-12-23,3745.52,3751.37,3691.04,3704.6
2021-12-24,3700.34,3703.72,3653.63,3702.72
2021-12-27,3711.77,3742.12,3709.19,3740.63
2021-12-28,3766.5,3790.44,3751,3777.56
2021-12-29,3756.54,3770.09,3727.35,3741.07
2021-12-30,3753.92,3789.61,3740.93,3787.26
2022-01-03,3825.3,3866.15,3823.5,3852.5
2022-01-04,3880.2,3892.33,3846.81,3873.49
2022-01-05,3857.9,3875.25,3805.06,3815.05
2022-01-06,3758.68,3784.17,3720.17,3753.29
2022-01-07,3772.04,3772.04,3772.04,3772.04
2022-01-10,3798.43,3806.84,3726.73,3738.68
2022-01-11,3764.56,3800.91,3751.45,3785.29
2022-01-12,3797.31,3841.72,3783.92,3829.95
2022-01-13,3814.98,3818.97,3664.48,3674.73
2022-01-14,3703.9,3723.62,3512.03,3596.98
2022-01-17,3633.01,3651.36,3501.94,3560.35
2022-01-18,3527.77,3534.56,3297.12,3328.94
2022-01-19,3290.31,3500.27,3256.6,3436.82
2022-01-20,3519.02,3533.61,3403.74,3516.02
2022-01-21,3420.12,3503.84,3407.27,3439.25
2022-01-24,3426.19,3426.47,3158.46,3235.28
2022-01-25,3316.98,3330.9,3229.45,3258.74
2022-01-26,3341.71,3412.15,3276.06,3357.66
2022-01-27,3296.47,3525.94,3284.49,3455.93
2022-01-28,3508.57,3534.4,3446.01,3488.6
2022-01-31,3524.11,3566.05,3518.55,3530.38
2022-02-01,3564.55,3584.71,3531.35,3548.17
2022-02-02,3574.87,3580.22,3516.17,3543.8
2022-02-03,3498.76,3519.23,3446.65,3471.18
